Orthogroup	1_Dpini_HiFi_PB_ONT_primary_purged_correct_scaffIII_tsebra	2_GCF_021155765.1_iyDipSimi1.1_protein	3_GCF_021155785.1_iyNeoFabr1.1_protein	4_GCF_021901455.1_iyNeoLeco1.1_protein	5_GCF_021155775.1_iyNeoPine1.1_protein	6_GCF_021901495.1_iyNeoVirg1.1_protein	7_GCF_917208135.1_iyAthRosa1.1_protein	8_GCF_000612105.2_Oabi_2.0_protein	9_GCF_000143395.1_Attacep1.0_protein	GCF_001465965.1_Pdom_r1.2_protein	GCF_003254395.2_Amel_HAv3.1_protein	Total
OG0008890	1	1	1	1	1	1	1	1	1	1	1	11
OG0008891	1	1	1	1	1	1	0	2	1	1	1	11
OG0008892	1	1	1	1	1	1	1	1	1	1	1	11
OG0008893	1	1	1	1	1	1	1	1	1	1	1	11
OG0008894	1	1	1	1	1	1	1	1	1	1	1	11
OG0008895	1	1	1	1	1	1	1	1	1	1	1	11
OG0008896	1	1	1	1	1	1	1	1	1	1	1	11
OG0008897	1	1	1	1	1	1	1	1	1	1	1	11
OG0008898	1	1	1	1	1	1	1	1	1	1	1	11
OG0008899	1	1	1	1	1	1	1	1	1	1	1	11
OG0008900	1	1	1	1	1	1	1	1	1	1	1	11
OG0008901	1	1	1	1	1	1	1	1	1	1	1	11
OG0008902	1	1	1	1	1	1	1	1	1	1	1	11
OG0008903	1	1	1	1	1	1	1	1	1	1	1	11
OG0008904	1	1	1	1	1	1	1	1	1	0	2	11
OG0008905	1	1	1	1	1	1	1	1	1	1	1	11
OG0008906	1	1	1	1	1	1	1	1	1	1	1	11
OG0008907	1	1	1	1	1	1	1	1	2	1	0	11
OG0008908	1	1	1	1	1	1	1	1	1	1	1	11
OG0008909	1	1	1	1	1	1	1	1	1	1	1	11
OG0008910	1	1	1	1	1	1	5	0	0	0	0	11
OG0008911	3	1	1	1	1	1	1	1	0	1	0	11
OG0008912	1	1	1	1	1	1	1	1	1	1	1	11
OG0008913	1	1	1	1	1	1	1	1	1	1	1	11
OG0008914	1	1	1	1	1	1	0	2	1	1	1	11
OG0008915	1	1	1	1	1	1	1	1	1	1	1	11
OG0008916	1	1	1	1	1	1	1	1	1	1	1	11
OG0008917	1	1	1	1	1	1	0	2	1	1	1	11
OG0008918	1	1	1	1	1	1	1	1	1	1	1	11
OG0008919	1	1	1	1	1	1	1	1	1	1	1	11
OG0008920	1	1	1	1	1	1	2	3	0	0	0	11
OG0008921	1	1	1	1	1	1	1	1	1	1	1	11
OG0008922	1	1	1	1	1	1	1	1	1	1	1	11
OG0008923	1	1	1	1	1	1	1	1	1	1	1	11
OG0008924	1	1	1	1	1	1	1	1	1	1	1	11
OG0008925	1	1	1	1	1	1	1	1	1	1	1	11
OG0008926	1	1	1	1	1	1	1	1	1	1	1	11
OG0008927	1	1	1	1	1	1	1	1	1	1	1	11
OG0008928	1	1	1	1	1	1	1	1	1	1	1	11
OG0008929	1	1	1	1	1	1	1	1	1	1	1	11
OG0008930	1	1	1	1	2	1	1	1	0	1	1	11
OG0008931	1	1	1	1	1	1	1	2	1	0	1	11
OG0008932	1	1	1	1	1	1	1	1	1	1	1	11
OG0008933	1	1	1	1	1	1	1	1	1	1	1	11
OG0008934	1	1	1	1	1	1	1	1	1	1	1	11
OG0008935	1	1	1	1	1	1	1	1	1	1	1	11
OG0008936	1	1	1	1	1	1	1	1	1	1	1	11
OG0008937	1	1	1	1	1	1	1	1	1	1	1	11
OG0008938	1	1	1	1	1	1	1	1	1	2	0	11
OG0008939	1	1	1	1	1	1	1	1	1	1	1	11
OG0008940	1	1	1	1	1	1	1	1	1	1	1	11
OG0008941	1	1	1	1	1	1	1	1	1	1	1	11
OG0008942	1	1	1	1	1	1	1	1	1	1	1	11
OG0008943	1	1	1	1	1	1	1	1	1	1	1	11
OG0008944	1	1	1	1	1	1	1	1	1	1	1	11
OG0008945	1	1	1	1	1	1	1	2	1	0	1	11
OG0008946	1	1	1	1	1	1	1	0	1	1	2	11
OG0008947	1	1	1	1	1	1	2	0	1	1	1	11
OG0008948	1	1	1	1	1	1	1	1	1	1	1	11
OG0008949	3	3	1	1	1	1	1	0	0	0	0	11
OG0008950	1	1	1	1	1	1	1	1	1	1	1	11
OG0008951	1	1	1	1	1	1	1	1	1	1	1	11
OG0008952	1	1	1	1	1	1	1	1	1	1	1	11
OG0008953	1	1	1	1	1	1	1	1	1	1	1	11
OG0008954	1	1	1	1	1	1	1	1	1	1	1	11
OG0008955	1	1	1	1	1	1	1	1	1	1	1	11
OG0008956	1	1	1	1	1	1	1	1	1	1	1	11
OG0008957	1	1	1	1	1	1	1	1	1	1	1	11
OG0008958	2	1	2	2	2	2	0	0	0	0	0	11
OG0008959	1	1	1	1	1	1	1	1	1	1	1	11
OG0008960	1	1	1	1	1	1	1	1	1	1	1	11
OG0008961	1	1	1	1	1	1	1	1	1	1	1	11
OG0008962	1	1	1	1	1	1	1	1	1	1	1	11
OG0008963	1	1	1	1	1	1	1	1	1	1	1	11
OG0008964	1	1	1	1	1	1	1	1	1	1	1	11
OG0008965	1	1	1	1	1	1	1	1	1	1	1	11
OG0008966	1	1	1	1	1	1	1	1	1	1	1	11
OG0008967	1	1	1	1	1	1	1	1	1	1	1	11
OG0008968	1	1	1	1	1	1	1	1	1	1	1	11
OG0008969	1	1	1	1	1	1	1	1	1	1	1	11
OG0008970	1	1	1	1	1	1	1	1	1	1	1	11
OG0008971	1	1	1	1	1	1	1	1	1	1	1	11
OG0008972	1	1	1	1	1	1	1	1	1	1	1	11
OG0008973	1	1	1	1	1	1	1	1	1	1	1	11
OG0008974	1	1	1	1	1	1	1	1	1	1	1	11
OG0008975	1	1	1	1	2	1	1	2	0	1	0	11
OG0008976	1	1	1	1	1	1	1	1	1	1	1	11
OG0008977	1	1	1	1	1	1	1	1	1	1	1	11
OG0008978	1	1	1	1	1	1	1	1	1	1	1	11
OG0008979	1	1	1	1	1	1	1	1	1	1	1	11
OG0008980	1	1	1	2	2	2	1	0	1	0	0	11
OG0008981	1	2	1	1	1	1	1	0	1	1	1	11
OG0008982	1	1	1	1	1	1	1	1	1	1	1	11
OG0008983	2	1	1	1	1	1	1	1	1	1	0	11
OG0008984	1	1	1	1	1	1	1	1	1	1	1	11
OG0008985	1	1	1	1	1	1	1	1	1	1	1	11
OG0008986	1	1	1	1	1	1	1	1	1	1	1	11
OG0008987	1	1	1	1	1	1	1	1	1	1	1	11
OG0008988	1	1	1	1	1	1	1	1	1	1	1	11
OG0008989	1	1	1	1	1	1	1	1	1	1	1	11
OG0008990	1	1	1	1	1	1	1	1	1	1	1	11
OG0008991	1	1	1	1	1	1	1	1	1	1	1	11
OG0008992	1	1	1	1	1	1	3	0	0	2	0	11
OG0008993	1	1	1	1	1	1	1	1	1	1	1	11
OG0008994	1	1	1	1	1	1	1	1	1	1	1	11
OG0008995	1	1	2	2	2	3	0	0	0	0	0	11
OG0008996	1	1	1	1	1	1	1	1	1	1	1	11
OG0008997	2	1	0	1	1	1	1	0	2	1	1	11
OG0008998	1	1	1	1	1	1	1	1	1	1	1	11
OG0008999	1	1	1	1	1	1	1	1	1	1	1	11
OG0009000	1	1	1	1	1	1	1	1	1	1	1	11
OG0009001	1	1	1	1	1	1	1	1	1	1	1	11
OG0009002	1	1	1	1	1	1	1	1	1	1	1	11
OG0009003	1	1	1	1	1	1	1	1	1	1	1	11
OG0009004	1	1	1	1	1	1	1	1	1	1	1	11
OG0009005	1	1	1	1	1	1	1	1	1	1	1	11
OG0009006	1	1	1	1	1	1	1	1	1	1	1	11
OG0009007	1	1	1	1	1	1	1	1	1	1	1	11
OG0009008	1	1	1	1	1	1	1	1	1	1	1	11
OG0009009	1	1	1	1	1	1	1	1	1	1	1	11
OG0009010	1	1	1	1	1	1	1	1	1	1	1	11
OG0009011	1	1	1	1	1	1	1	1	1	1	1	11
OG0009012	1	1	1	1	1	1	0	3	0	0	2	11
OG0009013	1	2	1	2	2	2	1	0	0	0	0	11
OG0009014	1	1	1	1	1	1	1	1	1	1	1	11
OG0009015	1	1	1	1	1	1	1	1	1	1	1	11
OG0009016	1	1	1	1	1	1	1	1	1	1	1	11
OG0009017	1	1	1	1	1	1	1	1	1	1	1	11
OG0009018	7	0	0	0	1	3	0	0	0	0	0	11
OG0009019	1	1	1	1	1	1	1	1	1	1	1	11
OG0009020	1	1	1	1	1	1	1	1	1	1	1	11
OG0009021	1	1	1	1	1	1	1	1	1	1	1	11
OG0009022	1	1	1	1	1	1	1	1	1	1	1	11
OG0009023	1	1	1	1	1	1	1	2	0	1	1	11
OG0009024	1	1	1	1	1	1	1	1	1	1	1	11
OG0009025	1	1	1	1	2	1	1	0	1	1	1	11
OG0009026	1	1	1	1	1	1	1	1	1	1	1	11
OG0009027	1	1	1	1	1	1	1	1	1	1	1	11
OG0009028	1	1	0	1	1	1	1	3	1	0	1	11
OG0009029	1	1	1	1	1	1	0	1	1	2	1	11
OG0009030	1	1	1	1	1	1	1	1	1	1	1	11
OG0009031	1	1	1	1	1	1	1	1	1	1	1	11
OG0009032	1	1	1	1	1	1	1	1	1	1	1	11
OG0009033	1	1	1	1	1	1	1	1	1	1	1	11
OG0009034	1	1	1	1	1	1	1	1	1	1	1	11
OG0009035	1	1	1	1	1	1	1	1	1	1	1	11
OG0009036	1	1	1	1	1	1	1	3	1	0	0	11
OG0009037	1	1	1	1	1	1	1	1	1	1	1	11
OG0009038	1	1	1	0	1	1	1	1	1	1	2	11
OG0009039	1	1	2	2	2	2	1	0	0	0	0	11
OG0009040	1	1	1	1	1	1	1	1	1	1	1	11
OG0009041	1	1	1	1	1	1	1	1	1	1	1	11
OG0009042	1	1	1	1	1	1	1	1	1	1	1	11
OG0009043	1	1	1	1	1	1	1	1	1	1	1	11
OG0009044	1	1	1	1	1	1	1	1	1	1	1	11
OG0009045	1	1	1	1	1	1	1	1	1	1	1	11
OG0009046	1	1	1	1	1	1	2	0	1	0	2	11
OG0009047	1	1	1	1	1	1	1	1	1	1	1	11
OG0009048	1	1	1	1	1	1	1	1	1	1	1	11
OG0009049	1	1	1	1	1	1	1	1	1	1	1	11
OG0009050	1	1	1	1	1	1	1	1	1	1	1	11
OG0009051	1	1	1	1	1	1	1	1	1	1	1	11
OG0009052	1	1	1	1	1	1	1	1	1	1	1	11
OG0009053	1	1	1	1	1	1	1	1	1	1	1	11
OG0009054	1	1	2	1	1	3	1	0	1	0	0	11
OG0009055	1	1	1	1	1	1	1	1	1	1	1	11
OG0009056	1	1	1	1	1	1	1	1	1	1	1	11
OG0009057	1	1	1	1	1	1	1	1	1	1	1	11
OG0009058	1	1	2	2	2	2	1	0	0	0	0	11
OG0009059	1	1	1	1	1	1	1	1	1	1	1	11
OG0009060	1	1	1	1	1	1	1	1	1	1	1	11
OG0009061	1	1	1	1	1	1	1	1	1	1	1	11
OG0009062	1	1	1	1	1	1	1	1	1	1	1	11
OG0009063	1	1	1	1	1	1	1	1	1	1	1	11
OG0009064	1	1	1	1	1	1	1	1	1	1	1	11
OG0009065	1	1	1	1	1	1	1	1	1	1	1	11
OG0009066	1	1	1	1	1	1	1	1	1	1	1	11
OG0009067	1	1	1	1	1	1	1	1	1	1	1	11
OG0009068	1	1	1	1	1	1	1	1	1	1	1	11
OG0009069	1	1	1	1	1	1	1	1	1	1	1	11
OG0009070	1	1	1	1	1	1	1	1	1	1	1	11
OG0009071	1	1	1	1	1	1	1	1	1	1	1	11
OG0009072	1	1	1	1	1	1	1	1	1	1	1	11
OG0009073	1	1	1	1	1	1	1	1	1	1	1	11
OG0009074	1	1	1	1	1	1	1	1	1	1	1	11
OG0009075	1	1	1	1	1	1	1	1	1	1	1	11
OG0009076	1	1	1	1	1	1	1	1	1	1	1	11
OG0009077	1	1	1	1	1	1	1	1	1	1	1	11
OG0009078	1	1	1	1	1	1	1	1	1	1	1	11
OG0009079	1	1	1	1	1	1	1	1	1	1	1	11
OG0009080	1	1	2	2	2	2	1	0	0	0	0	11
OG0009081	2	1	0	3	3	2	0	0	0	0	0	11
OG0009082	1	1	1	1	1	1	1	1	1	1	1	11
OG0009083	1	1	1	1	1	1	1	1	1	1	1	11
OG0009084	1	1	1	1	1	1	1	1	1	1	1	11
OG0009085	1	0	0	0	0	0	10	0	0	0	0	11
OG0009086	1	1	1	1	1	1	1	1	1	1	1	11
OG0009087	1	1	1	1	1	1	1	1	1	1	1	11
OG0009088	1	1	1	1	1	1	1	1	1	1	1	11
OG0009089	1	1	1	1	1	1	1	1	1	1	1	11
OG0009090	1	1	1	1	1	1	1	1	1	1	1	11
OG0009091	1	1	1	1	1	1	1	1	1	1	1	11
OG0009092	1	1	1	1	1	1	1	1	1	1	1	11
OG0009093	1	1	1	1	1	1	1	1	1	1	1	11
OG0009094	1	1	1	1	1	1	1	1	1	1	1	11
OG0009095	1	1	1	1	1	1	1	1	1	1	1	11
OG0009096	1	1	1	1	1	1	1	1	1	1	1	11
OG0009097	1	1	1	1	1	1	1	1	1	1	1	11
OG0009098	1	1	1	1	1	1	1	1	1	1	1	11
OG0009099	1	1	1	1	1	1	1	1	1	1	1	11
OG0009100	1	1	1	1	1	1	1	1	1	1	1	11
OG0009101	1	1	1	1	1	1	1	1	1	1	1	11
OG0009102	1	1	1	1	1	1	1	1	1	1	1	11
OG0009103	1	1	1	1	1	1	1	1	1	1	1	11
OG0009104	1	1	1	1	1	1	1	1	1	1	1	11
OG0009105	1	1	1	1	1	1	1	1	1	1	1	11
OG0009106	1	1	1	1	1	1	1	1	1	1	1	11
OG0009107	1	1	1	1	1	1	1	1	1	1	1	11
OG0009108	1	1	1	1	1	1	1	1	1	1	1	11
OG0009109	1	1	1	1	1	1	1	1	1	1	1	11
OG0009110	1	1	1	1	1	1	1	1	1	1	1	11
OG0009111	1	1	1	1	1	1	1	1	1	1	1	11
OG0009112	1	1	1	1	1	1	1	1	1	1	1	11
OG0009113	1	2	2	2	2	2	0	0	0	0	0	11
OG0009114	1	0	0	0	0	0	5	3	1	0	1	11
OG0009115	1	1	1	1	1	1	1	1	1	1	1	11
OG0009116	1	1	1	2	2	1	1	0	1	0	1	11
OG0009117	1	1	1	1	1	1	2	2	1	0	0	11
OG0009118	1	1	1	1	1	1	1	1	1	1	1	11
OG0009119	1	1	1	1	1	1	1	1	1	1	1	11
OG0009120	1	1	1	1	1	1	1	1	1	1	1	11
OG0009121	1	1	1	1	1	1	1	1	1	1	1	11
OG0009122	1	1	1	1	1	1	0	1	1	1	2	11
OG0009123	1	1	1	1	1	1	1	0	0	1	3	11
OG0009124	1	1	1	1	1	1	1	1	1	1	1	11
OG0009125	1	1	1	1	1	1	1	1	1	1	1	11
OG0009126	1	1	1	1	1	1	1	1	1	1	1	11
OG0009127	1	1	1	1	1	1	1	1	1	1	1	11
OG0009128	1	1	1	1	1	1	1	1	1	1	1	11
OG0009129	1	1	1	1	1	1	1	1	1	1	1	11
OG0009130	1	1	1	1	1	1	1	1	1	1	1	11
OG0009131	1	1	1	1	1	1	1	1	1	1	1	11
OG0009132	1	1	1	1	1	1	1	1	1	1	1	11
OG0009133	1	1	1	1	1	1	1	1	1	1	1	11
OG0009134	1	1	1	1	1	1	1	1	1	1	1	11
OG0009135	1	1	1	1	1	1	1	1	1	1	1	11
OG0009136	1	1	1	1	1	1	1	1	1	1	1	11
OG0009137	1	1	1	1	1	1	1	1	1	1	1	11
OG0009138	1	1	1	1	1	1	1	1	1	1	1	11
OG0009139	1	1	1	1	1	1	0	1	1	2	1	11
OG0009140	1	1	1	1	1	1	1	1	1	1	1	11
OG0009141	1	1	1	1	1	1	1	1	1	1	1	11
OG0009142	1	1	1	1	1	1	1	1	1	1	1	11
OG0009143	1	1	1	1	1	1	1	1	1	1	1	11
OG0009144	1	1	1	1	1	1	1	1	1	1	1	11
OG0009145	1	1	1	1	1	1	1	1	1	1	1	11
OG0009146	1	1	1	1	1	1	1	1	2	0	1	11
OG0009147	1	1	1	1	1	1	1	1	1	1	1	11
OG0009148	1	2	1	1	1	1	2	1	1	0	0	11
OG0009149	1	1	1	1	1	1	1	1	1	1	1	11
OG0009150	1	1	1	1	1	1	1	1	1	1	1	11
OG0009151	1	1	1	1	1	1	1	1	1	1	1	11
OG0009152	1	1	1	1	1	1	1	2	0	0	2	11
OG0009153	1	1	1	1	1	1	1	1	1	1	1	11
OG0009154	1	1	1	1	1	1	1	1	1	1	1	11
OG0009155	1	0	1	1	2	1	1	0	1	1	2	11
OG0009156	1	0	1	1	1	1	1	1	1	1	2	11
OG0009157	1	0	1	1	1	1	1	1	1	2	1	11
OG0009158	1	0	1	1	1	1	1	1	1	1	2	11
OG0009159	2	0	1	1	1	1	1	1	1	1	1	11
OG0009160	1	0	1	1	2	1	1	1	1	1	1	11
OG0009161	1	0	1	1	1	1	1	1	1	1	2	11
OG0009162	1	1	2	1	1	2	3	0	0	0	0	11
OG0009163	1	1	1	1	1	1	1	1	1	1	1	11
OG0009164	1	1	1	1	1	1	1	1	1	1	1	11
OG0009165	1	2	1	1	2	2	2	0	0	0	0	11
OG0009166	1	1	1	1	1	1	1	1	1	1	1	11
OG0009167	1	1	1	1	1	1	1	1	1	1	1	11
OG0009168	1	1	1	1	1	1	1	1	0	1	2	11
OG0009169	1	1	2	2	2	2	1	0	0	0	0	11
OG0009170	1	1	1	1	1	1	3	0	0	1	1	11
OG0009171	1	1	1	1	1	1	1	1	1	1	1	11
OG0009172	1	1	1	1	1	1	1	1	1	1	1	11
OG0009173	1	1	1	1	1	1	1	2	1	1	0	11
OG0009174	1	1	1	1	1	1	1	1	1	1	1	11
OG0009175	1	1	1	1	1	1	1	1	1	1	1	11
OG0009176	1	1	1	1	1	1	1	1	1	1	1	11
OG0009177	1	1	1	1	1	1	1	1	1	1	1	11
OG0009178	2	1	2	2	2	2	0	0	0	0	0	11
OG0009179	1	1	1	1	1	1	1	1	1	2	0	11
OG0009180	1	1	1	1	1	1	1	1	1	1	1	11
OG0009181	1	1	1	1	1	1	1	1	1	1	1	11
OG0009182	1	1	1	1	1	1	1	1	1	1	1	11
OG0009183	1	1	1	1	1	1	1	1	1	1	1	11
OG0009184	1	1	1	1	1	1	1	1	1	1	1	11
OG0009185	1	1	1	1	1	1	1	1	1	1	1	11
OG0009186	1	1	1	1	1	1	1	1	1	1	1	11
OG0009187	1	1	1	1	1	1	1	1	1	1	1	11
OG0009188	1	1	1	1	1	1	1	1	1	1	1	11
OG0009189	1	1	1	1	1	1	1	0	1	1	2	11
OG0009190	1	1	1	1	1	1	1	1	1	1	1	11
OG0009191	1	1	1	1	1	1	1	1	1	1	1	11
OG0009192	1	1	1	1	1	1	1	1	1	1	1	11
OG0009193	1	1	2	2	2	2	1	0	0	0	0	11
OG0009194	1	1	1	1	1	1	1	1	1	1	1	11
OG0009195	1	1	1	1	1	1	1	1	1	1	1	11
OG0009196	1	1	1	1	1	1	1	1	1	1	1	11
OG0009197	1	1	2	2	2	2	1	0	0	0	0	11
OG0009198	1	1	1	1	1	1	1	1	1	1	1	11
OG0009199	1	1	1	1	1	1	1	1	1	1	1	11
OG0009200	1	1	1	1	1	1	1	1	1	1	1	11
OG0009201	1	1	1	1	1	1	1	1	2	0	1	11
OG0009202	1	2	3	3	1	1	0	0	0	0	0	11
OG0009203	1	1	1	1	1	1	1	1	1	1	1	11
OG0009204	1	1	1	1	1	1	1	1	1	1	1	11
OG0009205	1	1	1	1	1	1	1	1	1	1	1	11
OG0009206	2	2	2	2	1	2	0	0	0	0	0	11
OG0009207	1	1	1	1	1	1	1	1	1	1	1	11
OG0009208	1	1	1	1	1	1	1	1	1	1	1	11
OG0009209	1	1	1	1	1	1	1	1	1	1	1	11
OG0009210	1	1	1	1	1	1	1	1	1	1	1	11
OG0009211	1	1	1	1	1	1	1	1	1	1	1	11
OG0009212	1	1	1	1	1	1	1	1	1	1	1	11
OG0009213	1	1	1	1	1	1	1	1	1	1	1	11
OG0009214	1	1	1	1	1	1	1	1	1	1	1	11
OG0009215	1	1	1	1	1	1	1	1	1	1	1	11
OG0009216	1	1	1	1	1	1	1	1	1	1	1	11
OG0009217	1	1	1	1	1	1	1	1	1	1	1	11
OG0009218	1	2	2	2	2	2	0	0	0	0	0	11
OG0009219	1	1	1	1	1	1	1	1	1	1	1	11
OG0009220	1	1	1	1	1	1	1	1	1	1	1	11
OG0009221	1	1	1	1	1	1	1	1	1	1	1	11
OG0009222	1	1	1	1	1	1	1	1	1	1	1	11
OG0009223	1	1	1	1	1	1	1	1	1	1	1	11
OG0009224	1	1	1	1	1	1	1	1	1	1	1	11
OG0009225	1	1	1	1	1	1	1	1	1	1	1	11
OG0009226	1	1	1	1	1	1	1	1	1	1	1	11
OG0009227	1	1	1	1	1	1	1	1	1	1	1	11
OG0009228	1	1	2	2	2	2	1	0	0	0	0	11
OG0009229	1	1	1	1	1	1	1	1	1	1	1	11
OG0009230	1	1	1	1	1	1	1	1	1	1	1	11
OG0009231	1	1	1	1	1	1	1	1	1	1	1	11
OG0009232	1	1	1	1	1	1	1	1	1	1	1	11
OG0009233	1	1	1	1	1	1	1	1	1	1	1	11
OG0009234	1	1	1	1	1	1	1	1	1	1	1	11
OG0009235	1	1	1	1	1	1	2	3	0	0	0	11
OG0009236	1	1	1	1	1	1	1	1	1	1	1	11
OG0009237	1	1	1	1	1	1	1	1	1	1	1	11
OG0009238	1	1	1	1	1	1	1	1	1	2	0	11
OG0009239	1	1	1	1	1	1	1	1	1	1	1	11
OG0009240	1	1	1	1	1	1	1	1	1	1	1	11
OG0009241	1	1	1	1	1	1	1	1	1	1	1	11
OG0009242	1	1	1	1	1	1	2	2	0	1	0	11
OG0009243	1	1	1	1	1	1	1	1	1	1	1	11
OG0009244	1	1	1	1	1	1	1	1	1	1	1	11
OG0009245	1	1	1	1	1	1	1	1	2	1	0	11
OG0009246	1	1	1	1	1	1	1	1	1	1	1	11
OG0009247	2	1	1	1	1	1	3	0	0	1	0	11
OG0009248	1	1	1	1	1	1	1	1	1	1	1	11
OG0009249	1	1	1	1	1	1	1	1	1	1	1	11
OG0009250	1	1	1	1	1	1	1	1	1	1	1	11
OG0009251	1	1	1	1	1	1	3	2	0	0	0	11
OG0009252	1	1	1	1	1	1	1	1	1	1	1	11
OG0009253	1	1	2	2	2	2	1	0	0	0	0	11
OG0009254	1	1	1	1	1	1	1	1	1	1	1	11
OG0009255	1	1	1	1	0	1	1	1	1	1	2	11
OG0009256	1	1	1	1	1	1	1	1	1	1	1	11
OG0009257	1	1	1	1	1	1	1	1	1	1	1	11
OG0009258	1	1	1	1	1	1	1	1	1	1	1	11
OG0009259	1	1	1	1	1	1	1	1	1	1	1	11
OG0009260	1	1	1	1	1	1	1	1	1	1	1	11
OG0009261	1	1	1	1	1	1	1	1	1	1	1	11
OG0009262	1	1	1	1	1	1	1	1	1	1	1	11
OG0009263	2	0	2	1	3	2	1	0	0	0	0	11
OG0009264	1	1	1	1	1	1	1	1	1	1	1	11
OG0009265	1	1	1	1	1	1	1	1	1	1	1	11
OG0009266	1	1	1	1	1	1	1	1	1	1	1	11
OG0009267	1	1	1	1	1	1	1	1	1	1	1	11
OG0009268	1	1	1	1	1	1	1	1	1	1	1	11
OG0009269	1	1	1	1	1	1	1	1	1	1	1	11
OG0009270	2	1	1	1	1	1	1	1	1	1	0	11
OG0009271	1	1	1	1	1	1	1	1	1	1	1	11
OG0009272	1	1	1	1	1	1	1	1	1	1	1	11
OG0009273	1	1	1	1	1	1	1	2	0	1	1	11
OG0009274	1	1	1	1	1	1	1	1	1	1	1	11
OG0009275	1	1	1	1	1	1	1	1	1	1	1	11
OG0009276	1	1	1	1	1	1	1	1	1	1	1	11
OG0009277	1	1	1	1	1	1	1	1	1	1	1	11
OG0009278	1	1	1	1	1	1	2	2	1	0	0	11
OG0009279	1	1	1	1	1	1	1	1	1	1	1	11
OG0009280	1	1	1	1	1	1	1	1	1	1	1	11
OG0009281	1	1	1	1	1	1	1	1	1	1	1	11
OG0009282	1	1	1	1	1	1	1	1	1	1	1	11
OG0009283	1	1	1	1	1	1	1	1	1	1	1	11
OG0009284	1	1	1	1	1	1	1	1	1	1	1	11
OG0009285	1	1	1	1	1	1	1	1	1	1	1	11
OG0009286	1	1	1	1	1	1	1	1	1	1	1	11
OG0009287	1	1	1	1	1	1	1	1	1	1	1	11
OG0009288	1	1	1	1	1	1	1	1	1	1	1	11
OG0009289	1	0	1	1	1	1	1	1	1	1	2	11
OG0009290	1	1	1	1	1	1	1	1	1	1	1	11
OG0009291	1	1	1	1	1	1	1	1	1	1	1	11
OG0009292	1	1	1	1	1	1	1	1	1	1	1	11
OG0009293	1	1	1	1	1	1	1	1	1	1	1	11
OG0009294	1	1	1	1	1	1	0	1	1	0	3	11
OG0009295	1	1	1	1	1	1	1	1	1	1	1	11
OG0009296	1	1	1	1	1	1	1	1	1	1	1	11
OG0009297	1	1	1	1	1	1	1	1	1	1	1	11
OG0009298	1	1	1	1	1	1	1	1	1	1	1	11
OG0009299	1	2	1	2	2	1	2	0	0	0	0	11
OG0009300	1	1	1	1	1	1	1	1	1	1	1	11
OG0009301	1	1	2	2	1	2	2	0	0	0	0	11
OG0009302	1	1	1	1	1	1	1	1	1	1	1	11
OG0009303	1	1	1	1	1	1	1	1	1	1	1	11
OG0009304	1	1	1	1	1	1	1	1	1	1	1	11
OG0009305	1	1	1	1	1	1	1	1	1	1	1	11
OG0009306	1	1	1	1	1	1	1	1	1	1	1	11
OG0009307	1	1	1	1	1	1	1	1	1	1	1	11
OG0009308	1	1	1	1	1	1	1	1	1	1	1	11
OG0009309	1	1	1	1	1	1	1	1	1	1	1	11
OG0009310	3	1	2	2	2	1	0	0	0	0	0	11
OG0009311	1	1	1	1	1	1	1	1	1	1	1	11
OG0009312	1	1	1	1	1	1	1	1	1	1	1	11
OG0009313	1	1	2	2	2	2	1	0	0	0	0	11
OG0009314	1	1	1	1	1	1	1	1	1	1	1	11
OG0009315	1	1	1	1	1	1	1	1	1	1	1	11
OG0009316	1	1	1	1	1	1	1	1	1	1	1	11
OG0009317	1	1	1	1	1	1	1	0	1	2	1	11
OG0009318	1	1	1	1	1	1	1	1	1	1	1	11
OG0009319	1	1	1	1	1	1	1	1	1	1	1	11
OG0009320	1	1	1	1	1	1	1	1	1	1	1	11
OG0009321	1	1	1	1	1	1	1	1	1	1	1	11
OG0009322	1	1	1	1	1	1	1	1	1	1	1	11
OG0009323	1	1	1	1	1	1	1	2	0	1	1	11
OG0009324	1	1	1	1	1	1	1	1	1	1	1	11
OG0009325	1	1	1	1	1	1	1	1	1	1	1	11
OG0009326	1	1	1	1	1	1	1	1	1	1	1	11
OG0009327	1	1	1	1	1	1	1	1	1	1	1	11
OG0009328	1	1	1	1	1	1	1	1	1	1	1	11
OG0009329	1	1	1	1	1	1	1	1	1	1	1	11
OG0009330	1	1	1	1	1	1	1	1	1	1	1	11
OG0009331	1	1	1	1	2	1	1	1	0	1	1	11
OG0009332	1	1	1	1	1	1	1	1	1	1	1	11
OG0009333	1	1	1	1	1	1	1	1	1	1	1	11
OG0009334	1	2	1	1	1	1	1	1	1	1	0	11
OG0009335	1	1	1	1	1	1	1	1	1	1	1	11
OG0009336	1	1	1	1	1	1	1	1	1	1	1	11
OG0009337	1	1	1	1	1	1	2	1	1	0	1	11
OG0009338	1	1	1	1	1	1	1	1	1	1	1	11
OG0009339	1	1	1	1	1	1	1	1	1	1	1	11
OG0009340	1	1	1	1	1	1	1	1	1	1	1	11
OG0009341	1	1	1	1	1	1	1	1	1	1	1	11
OG0009342	1	2	1	1	1	1	2	0	1	0	1	11
OG0009343	1	1	1	1	1	1	1	1	1	1	1	11
OG0009344	1	1	1	1	1	1	1	2	0	1	1	11
OG0009345	1	1	1	1	1	1	1	1	1	1	1	11
